Gene	PL_Un1_IN	PL_Un2_IN	PL_Un3_IN	PL_Un1_FL	PL_Un2_FL	PL_Un3_FL	PL_Az1_IN	PL_Az2_IN	PL_Az3_IN	PL_Az1_FL	PL_Az2_FL	PL_Az3_FL	PL_log2OR	PL_rawpval	PL_Padj
PA14_58790	0	0	0	0	1	1	0	0	0	6	5	15	-2.86507041991389	0.138431828620122	0.621633148393513
PA14_08840,PA14_08850,PA14_08860,PA14_08870,PA14_08880,PA14_08890,PA14_08900,PA14_08910,PA14_08920,PA14_08930,PA14_08940,PA14_08950,PA14_08960,PA14_08970,PA14_08980	2679	2122	1896	374	252	768	4360	3607	5342	735	577	566	0.562213075462504	1.26335508788354e-25	9.72100523028227e-24
PA14_62540	54	29	36	0	0	0	30	40	117	0	0	0	0.394047588559592	0.72652092216242	1
PA14_58150	138	146	148	30	32	37	159	161	119	23	47	93	-0.692438769565274	0.0010097469379579	0.01005157179149
PA14_64860,PA14_64870,PA14_64880,PA14_64890	179	168	316	5	4	7	18	29	62	15	7	5	-3.40433688921943	1.00024411736612e-16	4.44952344084585e-15
PA14_62090	148	109	96	281	417	287	201	82	71	305	172	63	0.773985869175032	1.22737174169946e-08	2.98660457146869e-07
PA14_03870	59	34	44	63	24	22	16	16	49	40	52	89	-1.73190764539833	1.581329799021e-09	4.32889032481999e-08
PA14_20940	3	0	4	10	5	2	4	5	8	5	5	6	0.929965512022324	0.406558335732434	1
PA14_63460	0	0	0	4888	3251	4217	0	0	0	3179	2954	1007	0.865852181279939	0.741781410054923	1
PA14_36020,PA14_36030	1	2	0	0	0	0	1	2	1	0	0	0	0	1	1
PA14_47550	47	17	7	0	0	0	8	18	1	0	0	0	-1.44872270693201	0.455923663539349	1
PA14_37140	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PA14_06040	5	6	3	2	3	0	1	5	3	2	3	6	-1.39084893432416	0.285830375670795	1
PA14_01290,PA14_01300,PA14_01310,PA14_01320	791	498	439	0	0	0	167	162	71	0	0	0	-2.12648148379589	0.146918598199701	0.65560697347108
PA14_41300	5	3	4	0	0	0	3	5	13	0	0	0	0.554588851677637	0.667978623552102	1
PA14_31310	12	23	22	1	3	1	7	4	11	0	0	3	-1.6055890584848	0.238776511246531	0.923636858041948
PA14_64440	19	16	5	1	6	6	8	5	2	1	2	0	0.0348453923861962	0.971834335122293	1
PA14_60160	0	0	0	2427	1212	1887	0	0	0	1981	1921	740	0.300641913658526	0.790569456552635	1
PA14_47450,PA14_47460	17	18	13	7	7	12	27	25	43	21	25	47	-0.784669355090107	0.0784023954163105	0.415664096369155
PA14_45740	6	6	8	0	0	0	8	5	27	0	0	0	0.616779744700864	0.956465173111115	1
PA14_03270	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1
PA14_49810	106	89	39	54	47	34	75	53	120	32	81	20	0.0161002684289908	0.939138778049869	1
PA14_03310	17	9	4	0	0	0	4	9	2	0	0	0	-0.950719097228781	0.773560569569904	1
PA14_65030,PA14_65040	111	116	47	0	0	0	51	91	693	0	0	0	0.375587214050896	0.705910702975256	1
PA14_01510,PA14_01520	1	1	0	0	0	0	0	3	0	0	0	0	0.584962500721156	0.741634031648461	1
PA14_43080,PA14_43090,PA14_43100	11	13	20	0	0	0	18	13	23	0	0	0	0.300376691332327	0.806559737747981	1
PA14_13950	4	3	2	22	28	20	3	5	2	11	15	33	0.698728229865659	0.459886902600772	1
PA14_72380,PA14_72390	19	14	4	0	0	0	22	27	63	0	0	0	1.31424945422972	0.480352247543963	1
PA14_45330	18	14	25	0	0	0	55	66	59	0	0	0	1.66495430331996	0.326198335145477	1
PA14_28180	0	0	1	40	31	39	0	0	0	17	17	12	1.25095059412616	0.540426185187242	1
PA14_54130	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PA14_55660,PA14_55670,PA14_55690,PA14_55710	320	275	157	0	0	0	164	237	120	0	0	0	-0.515371650811653	0.981651323374185	1
PA14_11170	28	14	17	0	0	0	10	22	7	0	0	0	-0.649196895741468	0.912060233413168	1
PA14_23130	5	4	2	0	0	0	9	9	10	0	0	0	1.37814561956282	0.543412114585293	1
PA14_44990	0	0	0	13	16	7	0	0	0	9	7	0	1.31746253072677	0.561762704059189	1
PA14_02270	39	41	24	0	0	0	12	13	50	0	0	0	-0.676016699918954	0.876899323101661	1
PA14_64060	8	5	6	17	10	16	5	12	7	42	53	0	-0.350754500413212	0.605596505666217	1
PA14_65220	132	113	109	24208	10450	26504	180	160	178	16350	17206	4269	1.21230816104954	7.77192691941042e-43	9.21944830815061e-41
PA14_61760	297	270	341	20543	8908	26231	651	307	196	18091	12471	1943	1.03905302280582	3.39723495472336e-60	5.37329328672078e-58
PA14_30130	10	5	6	0	0	0	21	19	100	0	0	0	2.05742786646551	0.188308310209021	0.783792045562987
PA14_14520	25	37	7	1	0	5	7	16	3	5	7	3	-2.76539170936094	0.000402318664107924	0.00440538937198177
PA14_71220	24	24	9	25	18	16	18	26	59	12	16	5	1.32640883152298	0.000470958338422328	0.00509816878132459
PA14_55980	2	1	0	21	9	25	2	2	2	15	21	7	0.930747018553072	0.511056727880731	1
PA14_30680	0	0	0	22849	12719	25777	0	0	0	18076	15766	1168	0.917411257536331	0.682726013756231	1
PA14_41430	1	5	7	19	10	1	3	4	13	8	13	8	-0.254841985772645	0.924773583678271	1
PA14_69570	6	9	7	9	6	12	7	4	9	6	8	4	0.432278429634551	0.613443987622999	1
PA14_44970	29	18	16	8	6	5	2	5	11	5	7	9	-2.02170525907847	0.00196243541810969	0.0181397845303841
PA14_38320	4	4	6	0	0	0	0	1	2	1	0	0	-1.84327449631255	0.460739056217062	1
PA14_50750	4	1	0	0	0	0	5	7	8	0	0	0	1.76274961993644	0.407729199287494	1
PA14_50020	1	1	1	3	2	1	1	0	0	0	1	0	0.899071091149219	0.974035653666771	1
PA14_42880,PA14_42890,PA14_42900,PA14_42910,PA14_42920,PA14_42940,PA14_42950,PA14_42960,PA14_42970,PA14_42980,PA14_42990,PA14_43000	30	23	14	0	0	0	5	13	12	0	0	0	-1.08086997500755	0.640799743403439	1
PA14_42100	21	11	3	137	141	69	2	5	12	64	90	334	-1.0339568135323	0.0635500137390879	0.351997838745493
PA14_61960,PA14_61980,PA14_61990	0	0	0	15	17	40	0	0	0	34	23	29	-0.362419764986984	0.759024866804059	1
PA14_40670,PA14_40690	39	32	39	8	9	6	44	38	27	0	1	6	1.41233389699169	0.024513620140323	0.164988833426713
PA14_27520,PA14_27530	6	6	4	68	62	36	3	0	1	19	22	8	0.105587417613433	0.891831528297185	1
PA14_71640	37	42	29	1	5	6	35	45	21	10	4	7	-0.984657521515397	0.116656370542382	0.55496683808557
PA14_10750	26	27	14	0	0	0	22	32	18	0	0	0	0.120393025651	0.920958750327254	1
PA14_49030	14	15	11	49	37	17	9	5	2	10	18	28	-0.332703731538197	0.567545033853177	1
PA14_23640	64	85	31	4	7	2	50	82	51	12	26	2	-1.65992268976946	0.000574913365083562	0.00606333370595342
PA14_41650	0	0	0	8	1	7	0	0	0	11	11	8	-1.04262163585554	0.699151520743649	1
PA14_65080	21	18	2	0	0	0	15	24	13	0	0	0	0.659495921948413	0.909743131822179	1
PA14_30350	6	4	5	0	0	0	3	7	19	0	0	0	0.560633171359415	0.649181924611615	1
PA14_45950	220	161	120	504	428	312	74	103	40	323	241	886	-1.03062020382251	7.21937405233476e-17	3.26246951222176e-15
PA14_16550	0	0	0	727	411	372	0	0	0	213	268	136	1.24771342892797	0.515470841198588	1
PA14_25490,PA14_25500,PA14_25510	344	311	186	5	4	1	198	278	297	8	1	17	-1.47291543223504	0.0143149017660568	0.10370108225945
PA14_22980,PA14_22990,PA14_23000,PA14_23010	7	2	8	0	0	0	9	1	4	0	0	0	-0.464701935892019	0.737445833324006	1
PA14_07370	0	0	0	4	2	1	0	0	0	9	2	5	-1.10395096403891	0.754278709623896	1
PA14_45210,PA14_45240	4	1	4	0	0	0	0	3	3	0	0	0	-0.276654015122922	0.845935447323913	1
PA14_64840	0	0	0	3	7	3	0	0	0	6	0	6	0.0646090814230762	0.958848872397905	1
PA14_30100,PA14_30110	62	36	42	0	0	0	46	54	21	0	0	0	-0.269569530914288	0.817690541358363	1
PA14_03450	30	30	32	108	63	154	8	9	24	116	114	57	-0.8629032456206	0.00185696315229946	0.0173040930081753
PA14_41250	259	185	149	662	525	752	333	317	322	428	522	204	1.44862151198385	2.94837734717546e-59	4.41791068810975e-57
PA14sr_076	0	0	0	78	51	32	0	0	0	57	36	20	0.542829874534662	0.970631050142768	1
PA14sr_075	5	6	0	31	18	23	0	2	5	17	14	35	-0.367858125177813	0.823652685123975	1
PA14_00510	10	5	3	10	2	7	0	2	0	2	4	6	-1.58668277437464	0.23579542812932	0.918501898381318
PA14sr_073	0	0	0	0	0	2	0	0	0	2	0	2	-0.328054197684204	0.848311702520237	1
PA14sr_072	66	58	29	0	0	0	26	40	27	0	0	0	-0.641895305911113	0.90494134190348	1
PA14sr_071	778	720	495	25	19	11	402	491	262	7	8	12	0.219990315946783	0.59836172958332	1
PA14sr_070	3040	2293	2539	12	9	8	2923	2119	3213	12	22	28	-1.02673913459502	0.00201933615578832	0.0186053399208069
PA14_55637	79	109	71	306	456	289	68	39	17	275	174	66	-0.051365862905788	0.825095137988684	1
PA14sr_079	8	10	1	46	43	16	2	4	0	21	21	31	-0.56340136687173	0.559969520212086	1
PA14sr_078	92	89	69	0	0	0	84	89	192	0	0	0	0.4134946389201	0.719199527170283	1
PA14_13230,PA14_13240,PA14_13250	5	3	1	0	0	0	3	4	11	0	0	0	0.758071227177858	0.904170640495956	1
PA14_29480,PA14_29490,PA14_29500,PA14_29510,PA14_29520,PA14_29530,PA14_29540,PA14_29550,PA14_29560,PA14_29570	2	1	0	144	122	66	1	3	1	49	99	97	0.853849175727489	0.605948510545216	1
PA14_62060	128	122	91	48483	62598	65082	171	79	27	27981	18994	9908	1.14107692476186	9.2015899076901e-22	6.09230848074272e-20
PA14_34350,PA14_34360,PA14_34370,PA14_34390,PA14_34410,PA14_34420,PA14_34440	89	68	60	0	0	0	42	74	19	0	0	0	-0.822538772968369	0.78015607722631	1
PA14_54830	10	7	12	0	0	0	18	20	32	0	0	0	1.24850868875368	0.558009750860566	1
PA14_14610	59	38	20	138	134	87	48	50	117	248	173	1014	-0.699195136604436	0.000552707140375834	0.00587148219645522
PA14_61430	5	5	4	5	3	8	5	5	9	8	5	28	-0.675475833209858	0.468354669518672	1
PA14_70170	0	0	0	15	14	44	0	0	0	7	16	24	0.575850712279599	0.961321133580368	1
PA14_64100	9	10	2	0	0	0	8	7	2	0	0	0	-0.247927513443586	0.855224908582445	1
PA14_34540	9	7	2	0	0	0	4	3	5	0	0	0	-0.39053653742623	0.761448434460823	1
PA14sr_098	23	18	10	13	5	10	6	9	4	2	6	4	-0.277632347966824	0.845822029479143	1
PA14_69190	13	8	8	0	0	0	14	13	34	0	0	0	0.896707282583543	0.759536848409873	1
PA14_62100,PA14_62110	99	91	74	6027	4484	2924	64	64	333	9493	6581	1099	1.03598479453812	2.83619713407823e-28	2.37489801197668e-26
PA14_42120	0	0	0	7	5	9	0	0	0	1	2	5	1.51819902688717	0.516759915046499	1
PA14sr_090	1355	801	2343	9	6	4	1174	1592	763	3	6	2	0.835958365825001	0.176922675883327	0.754777837261139
PA14_07200	25	22	15	7	5	5	6	19	11	1	3	5	0.15830783874985	0.823584816990354	1
PA14sr_092	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PA14_13190,PA14_13200	0	0	0	0	0	0	1	3	11	0	0	0	1.65367525080517	0.566979072173264	1
PA14_06330	23	18	15	0	0	0	10	22	6	0	0	0	-0.699194182683613	0.883471822943774	1
PA14_46630	0	0	0	6	4	9	0	0	0	6	12	2	0.104697378666693	0.930576477734861	1
PA14_69750	21	15	4	0	0	0	5	5	7	0	0	0	-0.881355503501381	0.781801662591231	1
PA14_23620,PA14_23630	30	27	20	0	0	0	15	17	7	0	0	0	-1.04182865784923	0.669525783818358	1
PA14_18700,PA14_18710	0	0	0	5	4	8	0	0	0	5	3	5	0.364213240201161	0.78752288073876	1
PA14_33830	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PA14_50930	8	7	1	0	0	0	4	5	0	0	1	0	-0.565597175854225	0.696743014027897	1
PA14_16100	44	38	28	0	0	0	31	36	46	0	0	0	0.041184077546943	0.972263136744673	1
PA14_49300,PA14_49310	76	41	61	3	5	5	39	20	68	3	1	2	0.547501149688115	0.601470457497432	1
PA14_12130	46	36	42	33	24	52	47	49	53	33	39	47	0.127457397047162	0.691427311170651	1
PA14_67370	0	0	0	7	6	5	0	0	0	0	4	4	1.05383815162755	0.741244372186157	1
PA14_21610	0	0	0	24	24	11	0	0	0	11	19	13	0.396313394719536	0.743291495239543	1
PA14_21340	5	1	0	232	135	230	0	1	0	142	202	48	-0.526207555942082	0.835179237174668	1
PA14_49170,PA14_49180	180	170	168	71	69	30	152	172	146	60	61	83	-0.408970549144097	0.0227144800548327	0.155659943604215
PA14_12260	154	154	117	8	5	11	52	50	22	9	8	2	-1.54296006567146	0.00182879682100315	0.0171269228598552
PA14_33300	0	0	0	215	188	169	0	0	0	95	105	78	1.04216984455378	0.643053787957379	1
PA14_33650	15	6	5	6	5	11	2	10	6	6	8	5	-0.310949610533008	0.784274326501622	1
PA14_15480	29	24	28	374	272	297	51	37	32	207	171	919	0.58975864403674	0.00393426305762254	0.0330408463865822
PA14_68560	0	0	0	11	19	18	0	0	0	7	9	2	1.43372409629459	0.469969321132141	1
PA14_40850	28	15	15	0	0	0	14	18	14	0	0	0	-0.270420900391925	0.823180832233962	1
PA14_42250,PA14_42260,PA14_42270,PA14_42280,PA14_42290,PA14_42300,PA14_42310,PA14_42320,PA14_42340,PA14_42350,PA14_42360	62	48	58	0	0	0	41	52	29	0	0	0	-0.482210945826982	0.682103087324171	1
PA14_13620	0	0	0	37	22	20	0	3	1	51	30	83	-0.0885596458066017	0.931414165446519	1
PA14_26860	7	5	5	1	1	3	0	3	2	2	2	4	-2.18820373516062	0.100672066587331	0.501857079993328
PA14_52060	29	18	34	0	0	0	64	44	37	0	0	0	0.828020102196479	0.784283172029697	1
PA14_07590,PA14_07600	6	3	2	6	21	2	6	8	9	29	33	97	-0.991853138718694	0.148934875196548	0.662527483882144
PA14_22930,PA14_22940,PA14_22960	42	34	17	6	10	7	29	22	17	0	2	4	1.41118515788426	0.0611582321137934	0.344304264917282
PA14_26600,PA14_26610	8	9	7	0	0	0	2	10	9	0	0	0	-0.376969458445324	0.762889399277845	1
PA14_65860,PA14_65870,PA14_65880	79	60	43	0	0	0	22	35	45	0	0	0	-0.794325148229498	0.799932845806037	1
PA14_12680	26	9	9	0	0	0	9	10	3	0	0	0	-0.926051747943446	0.759285853190008	1
PA14_36710,PA14_36730,PA14_36740	2	1	0	0	0	0	1	0	0	0	0	0	-0.362570079384708	0.843525869092694	1
PA14_33780	3	5	7	0	0	0	2	1	1	0	0	0	-1.7797078775363	0.460698038698658	1
PA14_24640	0	0	0	59	52	52	5	2	7	87	103	169	1.09393135706846	0.350975242257108	1
PA14_70770	39	51	10	175	145	88	9	20	8	141	223	84	-1.63406860067165	1.80053480173019e-08	4.23646494258335e-07
PA14_51520,PA14_51530	169	127	107	259	200	284	69	86	77	211	165	269	-0.569751987388319	7.94902436428265e-05	0.00106749397948645
PA14_46700	13	13	15	0	0	0	14	18	6	0	0	0	-0.213211047279759	0.860205630645341	1
PA14_21760	40	44	40	40	14	71	63	31	257	114	95	261	-0.470715713500776	0.0229259709824259	0.156523355844044
PA14_16360	0	0	0	5	6	9	0	0	0	7	9	4	0.015506329853645	0.990269982282781	1
PA14_15660	3	4	2	5	1	3	5	6	11	7	1	16	0.222752689796527	0.808825799161883	1
PA14_18740	41	51	34	72	44	30	42	43	18	21	23	9	1.16585694684804	0.000136455004086057	0.0016745146406595
PA14_22580	3	17	4	0	0	0	5	7	3	0	0	0	-0.342801682631132	0.792822972240556	1
PA14_60240,PA14_60250,PA14_60260	2	7	3	7	6	0	3	9	23	1	1	1	3.08122754984811	0.0120975162162282	0.0896917413218794
PA14_72410	44	38	16	0	0	0	97	110	250	0	0	0	1.91724352154799	0.204171778100524	0.830054156772763
PA14_21900	1	3	0	0	0	0	0	2	2	0	0	0	0.0909084961982106	0.956579391777728	1
PA14_42750	34	15	13	0	0	0	10	20	30	0	0	0	-0.00891076080018472	0.993706124755769	1
PA14_04190,PA14_04210	9	11	1	0	0	0	1	1	2	0	0	0	-1.64558885967266	0.457114523583067	1
PA14_23720	0	0	0	24	39	22	0	0	0	18	12	17	0.791682205870746	0.815908133836388	1
PA14_07700,PA14_07710	20	14	4	0	0	0	4	3	1	0	0	0	-2.19218613248254	0.249863786814454	0.945960373750998
PA14_58560	2	1	1	5	9	2	1	1	8	14	21	35	-1.6512535564032	0.269072853888355	0.987400959365462
PA14_57690	164	97	71	0	0	0	42	60	13	0	0	0	-1.60637915106929	0.335777339399197	1
PA14_52400	60	54	42	0	0	0	72	43	33	0	0	0	-0.136022049893996	0.909021126333235	1
PA14_18430,PA14_18450	7	6	1	0	0	0	2	0	19	0	0	0	-0.22149214359061	0.831842216970046	1
PA14_19290	9	2	1	0	0	0	6	7	14	0	0	0	1.23521646169403	0.588362978455618	1
PA14_56180	21	14	11	38	42	65	8	12	14	19	27	46	0.331947040923702	0.46982022714366	1
PA14_11080,PA14_11090	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PA14_04420	115	106	63	0	0	0	83	82	123	0	0	0	0.0319116037466853	0.978025202073226	1
PA14_22050	22	13	12	0	0	0	15	14	17	0	0	0	0.0166919215409673	0.989109154993461	1
PA14_54450	39	23	16	0	0	0	30	39	35	0	0	0	0.48330305870674	0.6810516018793	1
PA14_58320	100	79	60	0	0	0	176	224	265	0	0	0	1.44088857890669	0.414004823556231	1
PA14_55180	2	3	0	0	0	0	1	7	11	0	0	0	1.1209606715351	0.726824588206228	1
PA14_21830	45	41	38	34	37	18	44	40	176	15	22	4	1.54015343607309	5.39042379794882e-07	1.05838183122485e-05
PA14_06650,PA14_06660,PA14_06670,PA14_06680,PA14_06690,PA14_06700,PA14_06710,PA14_06720,PA14_06730,PA14_06740,PA14_06750	30	19	3	11	18	15	9	11	5	13	6	4	-0.125768930932001	0.933726299007034	1
PA14_25840	26	14	14	9	3	16	16	12	58	4	3	22	1.02060640615893	0.0525318338012918	0.303942767653657
PA14_51690	2066	1855	1938	15	7	22	2234	2270	6480	17	21	24	0.305574699767255	0.304259134490299	1
PA14_09080,PA14_09090,PA14_09100,PA14_09115,PA14_09130	779	765	649	1141	632	2782	725	644	488	1151	1671	192	0.106755145949352	0.0469480233678252	0.278796615687754
PA14_49070	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1
PA14_40100,PA14_40110	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
PA14_58810	12	13	7	0	0	0	12	19	17	0	0	0	0.588866955177072	0.958205987002202	1
PA14_47430	1	3	2	11	2	2	3	2	0	1	8	0	0.415790275210814	0.900962412126306	1
PA14_03190,PA14_03200,PA14_03210,PA14_03220	15	16	12	0	0	0	4	7	15	0	0	0	-0.840012110498429	0.801116988673058	1
PA14_62050	55573	46228	24696	20	16	37	37934	12306	2971	30	19	5	-1.27161720054937	5.09638307461882e-06	8.63654917466654e-05
PA14_29640	0	0	0	1	0	6	0	0	0	1	1	0	0.932885804141463	0.954996657692932	1
PA14_57760	13	11	10	8	6	38	6	8	6	15	22	3	-0.743208538200818	0.163976983934519	0.711486844764731
PA14_25110	238	199	126	261	210	168	204	165	174	147	229	112	0.353568734440685	0.00434446279507027	0.0357476461779337
PA14_48810,PA14_48830	4	2	2	0	0	0	11	9	5	0	0	0	1.63203856622077	0.455744028522538	1
PA14_47280,PA14_47300	1	0	0	0	0	0	2	2	4	0	0	0	1.33703498727757	0.749638320561158	1
PA14_23160,PA14_23170,PA14_23190	0	0	0	7	5	5	0	0	0	3	6	16	-0.247516822425342	0.841310205785848	1
PA14_23470	815	652	426	205	148	387	370	480	557	250	196	137	-0.0718673612382612	0.44116904152201	1
PA14_27730	3	4	1	7	4	8	2	0	3	10	4	1	0.0628161081865973	0.939229778290171	1
PA14_51320	38	20	4	0	0	0	7	16	6	0	0	0	-0.640661765696397	0.928572101154862	1
PA14_63900	86	52	45	0	0	0	59	63	27	0	0	0	-0.327867490881097	0.781097395440863	1
PA14_69980	388	329	192	7	6	6	197	195	475	6	7	4	-0.0996061766587946	0.965479058172499	1
PA14_05060	2	0	1	0	0	0	0	0	1	0	0	0	-0.362570079384708	0.843525869092694	1
PA14_58250	18	23	2	0	0	0	19	22	3	0	0	0	0.162277232562599	0.90039653754522	1
PA14_15110	69	45	50	0	0	0	56	64	65	0	0	0	0.193042865702101	0.870448898229371	1
PA14_14010,PA14_14020	24	13	11	0	0	0	9	15	0	0	0	0	-1.200912693926	0.583231634417589	1
PA14_25770,PA14_25780	178	100	76	21	9	7	193	211	248	8	10	6	1.40519170514288	0.000487160143058494	0.00525357927002853
PA14_36000	1	1	0	4	0	4	0	1	6	0	1	5	1.71858706485135	0.373961416747362	1
PA14_55060,PA14_55070	64	46	33	0	0	0	37	44	25	0	0	0	-0.414310971437747	0.727916137017815	1
PA14_48060	0	0	0	7	18	22	0	0	0	3	0	0	2.7809526899528	0.0781902525962642	0.415312778249187
PA14_55050	52	42	21	10	7	5	24	33	35	4	8	2	0.255450709915744	0.76606427351194	1
PA14_21680,PA14_21690	117	61	20	0	0	0	18	26	5	0	0	0	-1.90530827569771	0.238441636893549	0.923636858041948
PA14_73090	0	0	0	14	17	11	0	0	0	6	7	5	1.21377110248484	0.601552116349684	1
PA14_45770,PA14_45780,PA14_45790,PA14_45800,PA14_45810	32	21	16	13	6	8	27	22	18	13	10	21	-0.672110180518887	0.166957004213056	0.721284660082808
PA14_47090	1	7	2	0	0	0	3	1	4	0	0	0	-0.0216950710993189	0.986971923117984	1
PA14_22650,PA14_22660,PA14_22670,PA14_22680	84	68	39	17	12	5	61	104	99	15	10	7	0.325355600201927	0.471340287037377	1
PA14_05110	1	0	0	0	0	0	3	3	6	0	0	0	1.90689059560852	0.473147285271012	1
PA14_72900	29	17	19	118	106	79	11	10	33	126	168	232	-1.17544281423672	0.000107604797488589	0.00136763776093756
PA14_23050	106	70	55	8	3	11	57	50	132	3	2	0	1.78588046744165	0.00260431942452512	0.0234635993722247
PA14_23500	16	11	9	0	0	0	13	11	7	0	0	0	-0.219254143293174	0.861598125644682	1
PA14_20550	4	2	3	35	33	16	3	6	8	4	11	14	2.35933438958088	0.000915370642638772	0.00914407094593889
PA14_15470,PA14_15475	53	21	50	0	0	0	44	20	43	0	0	0	-0.186376380652992	0.876898633709205	1
PA14_63010	5	7	0	0	0	0	0	2	0	0	0	0	-1.44057259138598	0.651348149655621	1
PA14_58780	29	28	29	0	0	0	26	35	53	0	0	0	0.339411217972841	0.775654751003459	1
PA14_00060,PA14_00070	53	53	34	6	2	12	58	52	80	5	11	3	0.499797200208681	0.341351830088274	1
PA14_58070	42	42	24	81	92	79	12	12	26	22	33	26	0.536714501302618	0.101960891542107	0.505718916760241
PA14_45760	3	3	1	0	0	0	8	17	14	0	0	0	2.37633975754517	0.167718754212343	0.721291983750061
PA14_62870	254	208	123	46	34	23	93	149	86	6	15	39	0.062505307792496	0.886327308319644	1
PA14_39990,PA14_40010,PA14_40020	45	63	17	0	0	0	33	63	43	0	0	0	0.266268383474255	0.818897442906814	1
PA14_07810	10	8	0	0	0	0	2	4	0	0	0	0	-1.17833724125851	0.729657057106042	1
PA14_25195,PA14_25210	86	54	50	103	66	114	48	48	59	82	98	17	0.283521573397095	0.172507976314835	0.737850623343123
PA14_47890	0	0	0	7	10	3	0	0	0	6	1	6	0.561305795756384	0.645521604683114	1
PA14_20950	158	114	82	0	0	0	63	89	22	0	0	0	-1.14101313117401	0.580471258576828	1
PA14_11810	1	0	2	3	7	6	47	38	30	133	156	195	-0.150164258448432	0.8535725550581	1
PA14_27280	0	0	1	0	0	0	11	1	0	0	0	0	1.16992500144231	0.820582918968128	1
PA14_47540	7	4	3	14	24	11	9	11	0	10	18	8	1.02582989237419	0.133450389174476	0.604989264298938
PA14_52600,PA14_52610	140	105	163	0	0	0	93	112	86	0	0	0	-0.464575712407919	0.690944929442168	1
PA14_63470	4	2	0	0	0	0	1	3	3	0	0	0	0.0655883416275769	0.963849350302478	1
PA14_58120,PA14_58130	247	246	266	8	5	6	380	366	567	18	14	25	-0.796585638263912	0.0520178134901457	0.302234112258051
PA14_61130,PA14_61140,PA14_61150	2	2	0	0	0	0	2	0	3	0	0	0	0.199308808223406	0.899542835251727	1
PA14_48660	70	60	65	0	0	0	44	42	2	0	0	0	-1.3858928956901	0.425332366232724	1
PA14_06030	1	5	2	8	7	3	8	6	11	2	2	0	3.35750679489397	0.00051314075771276	0.00547157954010572
PA14_13900,PA14_13910	18	15	8	0	0	0	5	12	13	0	0	0	-0.426967687778811	0.719800928608534	1
PA14_64000,PA14_64010,PA14_64030	361	343	234	107	98	59	347	377	158	211	209	66	-0.947286619243247	3.2792550951764e-13	1.1670049069959e-11
PA14_20770	52	53	35	0	0	0	34	36	106	0	0	0	0.103189866841497	0.927215184093428	1
PA14_06360	2	0	1	0	0	0	1	2	4	0	0	0	0.657112286476991	0.677235374673768	1
PA14_32500	3	2	1	10	19	14	2	10	8	9	22	7	1.89712146741127	0.0137636466875731	0.100474620819284
PA14_11580	4	7	3	0	0	0	0	1	1	0	0	0	-2.11289405640593	0.383975405223528	1
PA14_31840,PA14_31850	14	7	3	0	0	0	3	9	0	0	0	0	-0.979389720324714	0.777344038112935	1
PA14_49280	66	43	37	4	8	9	22	21	13	2	8	0	-0.342202876018432	0.724063111171881	1
PA14_05220,PA14_05230	0	0	0	7	5	2	0	0	0	1	0	0	2.02106161552783	0.415638975000218	1
PA14_68360	29	8	12	74	55	62	14	9	37	24	45	31	1.38309181750717	7.71040009848046e-05	0.00104035588058644
PA14_23490	0	0	0	10521	3485	10251	0	0	0	8270	6219	675	0.700654464863926	0.835751293255943	1
PA14_60200,PA14_60210	105	77	423	0	0	0	121	143	110	0	0	0	-0.211149954757085	0.847342285098858	1
PA14_48800	780	708	482	0	0	0	498	545	529	0	0	0	-0.29370082354125	0.801816283975585	1
PA14_61320	16	17	6	0	0	0	6	5	8	0	0	0	-0.868755466721747	0.791170724985287	1
PA14_27510	1	1	2	26	25	51	1	2	2	17	19	34	0.850449221579962	0.609593584692406	1
PA14_08480,PA14_08490,PA14_08500	241	223	136	0	0	0	159	182	222	0	0	0	-0.0636514141694938	0.956280658562183	1
PA14_51540	120	122	94	0	0	0	111	99	133	0	0	0	0.0276932196988644	0.981238622342835	1
PA14_64050	201	205	120	0	0	0	101	95	57	0	0	0	-1.05850773843756	0.634157698794329	1
PA14_04150,PA14_04160	9	5	11	0	0	0	17	15	13	0	0	0	0.880422961739394	0.780633035042118	1
PA14_28690,PA14_28710	23	12	3	4	4	3	12	7	2	5	4	2	-0.871633456308147	0.366592914304147	1
PA14_14420	10	18	11	0	0	0	7	10	14	0	0	0	-0.32983430045855	0.789878462322833	1
PA14_02260	7	1	5	0	0	0	1	2	3	0	0	0	-0.807354922057604	0.923025398307642	1
PA14_42140,PA14_42150,PA14_42160	4	3	0	0	0	0	2	1	1	0	0	0	-0.906890595608519	0.936400962370667	1
PA14_34150	6	8	7	0	0	0	1	2	5	0	0	0	-1.5298209465287	0.504594951105536	1
PA14_04830,PA14_04840,PA14_04850,PA14_04860,PA14_04870,PA14_04890	96	76	76	0	0	0	86	117	26	0	0	0	-0.317991546900421	0.779941019772522	1
